Capture IP Address Packets

03:26:30.950798 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 745664:745820, ack 361, win 4063, length 156
03:26:31.154796 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1228124:1228280, ack 613, win 4063, length 156
03:26:31.154822 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1228280:1228436, ack 613, win 4063, length 156
03:26:31.154849 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1228436:1228592, ack 613, win 4063, length 156
03:26:31.154874 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1228592:1228748, ack 613, win 4063, length 156
03:26:31.154900 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1228748:1228904, ack 613, win 4063, length 156
03:26:31.154929 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1228904:1229060, ack 613, win 4063, length 156
03:26:31.155044 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1229060:1229216, ack 613, win 4063, length 156
03:26:31.155078 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1229216:1229372, ack 613, win 4063, length 156
03:26:31.155106 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1229372:1229528, ack 613, win 4063, length 156
03:26:31.155132 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1229528:1229684, ack 613, win 4063, length 156
03:26:31.155158 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1229684:1229840, ack 613, win 4063, length 156
03:26:31.155183 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1229840:1229996, ack 613, win 4063, length 156
03:26:31.155215 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1229996:1230152, ack 613, win 4063, length 156
03:26:31.155241 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1230152:1230308, ack 613, win 4063, length 156
03:26:31.155269 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1230308:1230464, ack 613, win 4063, length 156
03:26:31.155294 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1230464:1230620, ack 613, win 4063, length 156
03:26:31.155320 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1230620:1230776, ack 613, win 4063, length 156
03:26:31.155346 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1230776:1230932, ack 613, win 4063, length 156
03:26:31.155371 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1230932:1231088, ack 613, win 4063, length 156
03:26:31.155403 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1231088:1231244, ack 613, win 4063, length 156
03:26:31.155431 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1231244:1231400, ack 613, win 4063, length 156
03:26:31.155456 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1231400:1231556, ack 613, win 4063, length 156
03:26:31.155496 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1231556:1231712, ack 613, win 4063, length 156
03:26:31.155520 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1231712:1231868, ack 613, win 4063, length 156
03:26:31.155545 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1231868:1232024, ack 613, win 4063, length 156
03:26:31.155570 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1232024:1232180, ack 613, win 4063, length 156
03:26:31.155600 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1232180:1232336, ack 613, win 4063, length 156
03:26:31.155626 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1232336:1232492, ack 613, win 4063, length 156
03:26:31.155664 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1232492:1232648, ack 613, win 4063, length 156
03:26:31.155690 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1232648:1232804, ack 613, win 4063, length 156
03:26:31.155714 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1232804:1232960, ack 613, win 4063, length 156
03:26:31.155739 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1232960:1233116, ack 613, win 4063, length 156
03:26:31.155771 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1233116:1233272, ack 613, win 4063, length 156
03:26:31.155807 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1233272:1233428, ack 613, win 4063, length 156
03:26:31.155844 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1233428:1233584, ack 613, win 4063, length 156
03:26:31.155878 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1233584:1233740, ack 613, win 4063, length 156
03:26:31.155917 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1233740:1233896, ack 613, win 4063, length 156
03:26:31.155947 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1233896:1234052, ack 613, win 4063, length 156
03:26:31.155971 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1234052:1234208, ack 613, win 4063, length 156
03:26:31.155997 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1234208:1234364, ack 613, win 4063, length 156
03:26:31.156021 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1234364:1234520, ack 613, win 4063, length 156
03:26:31.156051 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1234520:1234676, ack 613, win 4063, length 156
03:26:31.156077 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1234676:1234832, ack 613, win 4063, length 156
03:26:31.156101 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1234832:1234988, ack 613, win 4063, length 156
03:26:31.156126 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1234988:1235144, ack 613, win 4063, length 156
03:26:31.156151 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1235144:1235300, ack 613, win 4063, length 156
03:26:31.156174 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1235300:1235456, ack 613, win 4063, length 156
03:26:31.156202 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1235456:1235612, ack 613, win 4063, length 156
03:26:31.156226 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1235612:1235768, ack 613, win 4063, length 156
03:26:31.156257 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1235768:1235924, ack 613, win 4063, length 156
03:26:31.156281 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1235924:1236080, ack 613, win 4063, length 156
03:26:31.156307 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1236080:1236236, ack 613, win 4063, length 156
03:26:31.156344 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1236236:1236392, ack 613, win 4063, length 156
03:26:31.156392 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1236392:1236548, ack 613, win 4063, length 156
03:26:31.156419 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1236548:1236704, ack 613, win 4063, length 156
03:26:31.156453 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1236704:1236860, ack 613, win 4063, length 156
03:26:31.156481 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1236860:1237016, ack 613, win 4063, length 156
03:26:31.156508 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1237016:1237172, ack 613, win 4063, length 156
03:26:31.156555 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1208416, win 2064, length 0
03:26:31.156555 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1211536, win 2064, length 0
03:26:31.156596 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1237172:1237328, ack 613, win 4063, length 156
03:26:31.156611 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1237328:1237564, ack 613, win 4063, length 236
03:26:31.156644 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1237564:1237840, ack 613, win 4063, length 276
03:26:31.156673 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1237840:1237996, ack 613, win 4063, length 156
03:26:31.156702 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1237996:1238152, ack 613, win 4063, length 156
03:26:31.156727 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1238152:1238308, ack 613, win 4063, length 156
03:26:31.156753 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1238308:1238464, ack 613, win 4063, length 156
03:26:31.156778 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1238464:1238620, ack 613, win 4063, length 156
03:26:31.156804 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1238620:1238776, ack 613, win 4063, length 156
03:26:31.156831 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1238776:1238932, ack 613, win 4063, length 156
03:26:31.156856 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1238932:1239088, ack 613, win 4063, length 156
03:26:31.156888 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1239088:1239244, ack 613, win 4063, length 156
03:26:31.156925 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1239244:1239400, ack 613, win 4063, length 156
03:26:31.156952 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1239400:1239556, ack 613, win 4063, length 156
03:26:31.156978 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1239556:1239712, ack 613, win 4063, length 156
03:26:31.157005 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1239712:1239868, ack 613, win 4063, length 156
03:26:31.157031 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1239868:1240024, ack 613, win 4063, length 156
03:26:31.157061 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1240024:1240180, ack 613, win 4063, length 156
03:26:31.157087 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1240180:1240336, ack 613, win 4063, length 156
03:26:31.157113 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1240336:1240492, ack 613, win 4063, length 156
03:26:31.157139 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1240492:1240648, ack 613, win 4063, length 156
03:26:31.157165 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1240648:1240804, ack 613, win 4063, length 156
03:26:31.157190 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1240804:1240960, ack 613, win 4063, length 156
03:26:31.157215 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1240960:1241116, ack 613, win 4063, length 156
03:26:31.157244 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1241116:1241272, ack 613, win 4063, length 156
03:26:31.157272 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1241272:1241428, ack 613, win 4063, length 156
03:26:31.157299 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1241428:1241584, ack 613, win 4063, length 156
03:26:31.157324 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1241584:1241740, ack 613, win 4063, length 156
03:26:31.157357 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1241740:1241896, ack 613, win 4063, length 156
03:26:31.157391 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1241896:1242052, ack 613, win 4063, length 156
03:26:31.157429 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1242052:1242208, ack 613, win 4063, length 156
03:26:31.157457 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1242208:1242364, ack 613, win 4063, length 156
03:26:31.157482 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1242364:1242520, ack 613, win 4063, length 156
03:26:31.157508 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1242520:1242676, ack 613, win 4063, length 156
03:26:31.157535 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1242676:1242832, ack 613, win 4063, length 156
03:26:31.157560 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1242832:1242988, ack 613, win 4063, length 156
03:26:31.157587 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1242988:1243144, ack 613, win 4063, length 156
03:26:31.157613 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1243144:1243300, ack 613, win 4063, length 156
03:26:31.157643 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1243300:1243456, ack 613, win 4063, length 156
03:26:31.157670 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1243456:1243612, ack 613, win 4063, length 156
03:26:31.157697 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1243612:1243768, ack 613, win 4063, length 156
03:26:31.157722 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1243768:1243924, ack 613, win 4063, length 156
03:26:31.157749 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1243924:1244080, ack 613, win 4063, length 156
03:26:31.157773 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1244080:1244236, ack 613, win 4063, length 156
03:26:31.157806 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1244236:1244392, ack 613, win 4063, length 156
03:26:31.157834 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1244392:1244548, ack 613, win 4063, length 156
03:26:31.157859 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1244548:1244704, ack 613, win 4063, length 156
03:26:31.157885 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1244704:1244860, ack 613, win 4063, length 156
03:26:31.157918 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1244860:1245016, ack 613, win 4063, length 156
03:26:31.157944 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1245016:1245172, ack 613, win 4063, length 156
03:26:31.157970 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1245172:1245328, ack 613, win 4063, length 156
03:26:31.157994 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1245328:1245484, ack 613, win 4063, length 156
03:26:31.158026 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1245484:1245640, ack 613, win 4063, length 156
03:26:31.158053 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1245640:1245796, ack 613, win 4063, length 156
03:26:31.158078 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1245796:1245952, ack 613, win 4063, length 156
03:26:31.158105 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1245952:1246108, ack 613, win 4063, length 156
03:26:31.158132 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1246108:1246264, ack 613, win 4063, length 156
03:26:31.158171 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1246264:1246420, ack 613, win 4063, length 156
03:26:31.158196 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1246420:1246576, ack 613, win 4063, length 156
03:26:31.158253 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1246576:1246732, ack 613, win 4063, length 156
03:26:31.158280 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1246732:1246888, ack 613, win 4063, length 156
03:26:31.158306 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1246888:1247044, ack 613, win 4063, length 156
03:26:31.158330 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1247044:1247200, ack 613, win 4063, length 156
03:26:31.158357 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1247200:1247356, ack 613, win 4063, length 156
03:26:31.158384 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1247356:1247512, ack 613, win 4063, length 156
03:26:31.158411 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1247512:1247668, ack 613, win 4063, length 156
03:26:31.158441 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1247668:1247824, ack 613, win 4063, length 156
03:26:31.158469 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1247824:1247980, ack 613, win 4063, length 156
03:26:31.158493 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1247980:1248136, ack 613, win 4063, length 156
03:26:31.158519 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1248136:1248292, ack 613, win 4063, length 156
03:26:31.158545 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1248292:1248448, ack 613, win 4063, length 156
03:26:31.158569 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1248448:1248604, ack 613, win 4063, length 156
03:26:31.158598 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1248604:1248760, ack 613, win 4063, length 156
03:26:31.158623 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1248760:1248916, ack 613, win 4063, length 156
03:26:31.158656 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1248916:1249072, ack 613, win 4063, length 156
03:26:31.158681 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1249072:1249228, ack 613, win 4063, length 156
03:26:31.158706 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1249228:1249384, ack 613, win 4063, length 156
03:26:31.158732 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1249384:1249540, ack 613, win 4063, length 156
03:26:31.158757 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1249540:1249696, ack 613, win 4063, length 156
03:26:31.158784 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1249696:1249852, ack 613, win 4063, length 156
03:26:31.158812 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1249852:1250008, ack 613, win 4063, length 156
03:26:31.158841 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1250008:1250164, ack 613, win 4063, length 156
03:26:31.158871 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1250164:1250320, ack 613, win 4063, length 156
03:26:31.158895 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1250320:1250476, ack 613, win 4063, length 156
03:26:31.158922 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1250476:1250632, ack 613, win 4063, length 156
03:26:31.160558 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1216840, win 2064, length 0
03:26:31.160559 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1226044, win 2064, length 0
03:26:31.160559 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [P.], seq 613:649, ack 1226044, win 2064, length 36
03:26:31.160559 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1230776, win 2064, length 0
03:26:31.160597 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1250632:1250788, ack 613, win 4063, length 156
03:26:31.160728 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [.], ack 649, win 4063, length 0
03:26:31.160755 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1250788:1251368, ack 649, win 4063, length 580
03:26:31.160803 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1251368:1251620, ack 649, win 4063, length 252
03:26:31.160840 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1251620:1251776, ack 649, win 4063, length 156
03:26:31.160867 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1251776:1251932, ack 649, win 4063, length 156
03:26:31.160893 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1251932:1252088, ack 649, win 4063, length 156
03:26:31.160929 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1252088:1252244, ack 649, win 4063, length 156
03:26:31.160960 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1252244:1252400, ack 649, win 4063, length 156
03:26:31.160988 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1252400:1252556, ack 649, win 4063, length 156
03:26:31.161016 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1252556:1252712, ack 649, win 4063, length 156
03:26:31.161040 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1252712:1252868, ack 649, win 4063, length 156
03:26:31.161067 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1252868:1253024, ack 649, win 4063, length 156
03:26:31.161094 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1253024:1253180, ack 649, win 4063, length 156
03:26:31.161120 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1253180:1253336, ack 649, win 4063, length 156
03:26:31.161152 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1253336:1253492, ack 649, win 4063, length 156
03:26:31.161178 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1253492:1253648, ack 649, win 4063, length 156
03:26:31.161205 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1253648:1253804, ack 649, win 4063, length 156
03:26:31.161232 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1253804:1253960, ack 649, win 4063, length 156
03:26:31.161257 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1253960:1254116, ack 649, win 4063, length 156
